PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14254860,WA,SO,84.0,100.0,52:38:30,94.0,100.0,00:00:00,74.0,85.0,00:00:00,84.0,100.0,00:00:00,11.0,15.0,00:00:00,82.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,43.0,47.0,00:00:00,75.0,85.0,418:53:50,2.0,10.0,00:00:00,87.0,100.0,00:00:00,60.0,75.0,00:00:00,25.0,25.0,00:00:00,94.0,100.0,00:00:00,42.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,80.0,87.0,00:00:00,471:32:20,23.0,25,00:00:00,71.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00
A14046754,WA,JR,99.0,100.0,00:00:00,80.0,100.0,00:00:00,72.0,85.0,00:00:00,97.0,100.0,252:33:32,12.0,15.0,00:00:00,92.0,100.0,00:00:00,64.0,70.0,00:00:00,10.0,10.0,00:00:00,39.0,47.0,00:00:00,80.0,85.0,584:31:58,10.0,10.0,00:00:00,91.0,100.0,00:00:00,74.0,75.0,00:00:00,25.0,25.0,00:00:00,97.0,100.0,244:42:17,48.0,50.0,00:00:00,5.0,10.0,00:00:00,93.0,100.0,00:00:00,75.0,87.0,00:00:00,1269:26:53,20.0,25,00:00:00,68.0,75,252:33:32,74.0,75,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,1269:26:53,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14654940,FI,SO,85.0,100.0,00:00:00,,100.0,00:00:00,63.0,85.0,00:00:00,86.0,100.0,00:00:00,11.0,15.0,00:00:00,80.0,100.0,46:27:42,66.0,70.0,00:00:00,0.0,10.0,00:00:00,47.0,47.0,00:00:00,81.0,85.0,00:00:00,10.0,10.0,00:00:00,94.0,100.0,00:00:00,73.0,75.0,00:00:00,17.0,25.0,00:00:00,79.0,100.0,00:00:00,34.0,50.0,00:00:00,10.0,10.0,24:13:12,99.0,100.0,00:00:00,82.0,87.0,00:00:00,70:41:40,17.0,25,00:00:00,59.0,75,00:00:00,65.0,75,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,24:13:12,9.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,8.0,10,24:13:12
A14368951,RE,SR,98.0,100.0,00:00:00,90.0,100.0,00:00:00,72.0,85.0,00:00:00,100.0,100.0,00:00:00,13.0,15.0,00:00:00,83.0,100.0,00:00:00,70.0,70.0,00:00:00,8.0,10.0,00:00:00,32.0,47.0,00:00:00,83.0,85.0,431:24:05,7.0,10.0,00:00:00,85.0,100.0,00:00:00,70.0,75.0,00:00:00,25.0,25.0,00:00:00,91.0,100.0,239:47:06,50.0,50.0,00:00:00,5.0,10.0,00:00:00,94.0,100.0,00:00:00,82.0,87.0,00:00:00,671:11:11,22.0,25,00:00:00,68.0,75,00:00:00,74.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00
A14069940,TH,SR,77.0,100.0,69:59:05,57.0,100.0,00:00:00,51.0,85.0,00:00:00,92.0,100.0,00:00:00,14.0,15.0,00:00:00,72.0,100.0,46:44:15,48.0,70.0,00:00:00,3.0,10.0,00:00:00,39.0,47.0,00:00:00,33.0,85.0,00:00:00,10.0,10.0,00:00:11,88.0,100.0,00:00:00,75.0,75.0,00:00:00,24.0,25.0,00:00:00,78.0,100.0,00:00:00,33.0,50.0,00:00:00,0.0,10.0,00:00:00,78.0,100.0,00:00:00,72.0,87.0,00:00:00,116:43:31,14.0,25,00:00:00,43.0,75,00:00:00,49.0,75,00:00:00,6.0,10,00:00:00,6.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,69:59:05,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00
A14318841,TH,SR,92.0,100.0,00:00:00,83.0,100.0,00:00:00,71.0,85.0,00:00:00,83.0,100.0,00:00:00,8.0,15.0,00:00:00,86.0,100.0,00:00:00,57.0,70.0,00:00:00,10.0,10.0,00:00:00,46.0,47.0,00:00:00,63.0,85.0,385:47:30,0.0,10.0,00:00:00,94.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,93.0,100.0,00:00:00,39.0,50.0,00:00:00,0.0,10.0,00:00:00,98.0,100.0,00:00:00,70.0,87.0,00:00:00,385:47:30,21.0,25,00:00:00,64.0,75,00:00:00,70.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14881757,SI,SR,75.0,100.0,00:00:00,74.0,100.0,00:00:00,54.0,85.0,00:00:00,87.0,100.0,00:00:00,15.0,15.0,00:00:00,84.0,100.0,00:00:00,27.0,70.0,00:00:00,,10.0,00:00:00,37.0,47.0,00:00:00,2.0,85.0,00:00:00,10.0,10.0,00:00:00,,100.0,00:00:00,48.0,75.0,00:00:00,25.0,25.0,00:00:00,43.0,100.0,00:00:00,41.0,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,75.0,87.0,00:00:00,00:00:00,16.0,25,00:00:00,51.0,75,00:00:00,57.0,75,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00
A14929955,WA,JR,98.0,100.0,00:00:00,100.0,100.0,00:00:00,78.0,85.0,00:00:00,88.0,100.0,00:00:00,14.0,15.0,00:00:00,73.0,100.0,42:08:52,68.0,70.0,00:00:00,10.0,10.0,00:00:00,35.0,47.0,00:00:00,75.0,85.0,00:00:00,10.0,10.0,00:00:00,92.0,100.0,00:00:00,75.0,75.0,00:00:00,22.0,25.0,00:00:00,93.0,100.0,00:00:00,43.0,50.0,00:00:53,4.0,10.0,00:00:00,95.0,100.0,00:00:00,71.0,87.0,00:00:00,42:09:45,23.0,25,42:09:45,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14226639,WA,JR,92.0,100.0,00:00:00,95.0,100.0,00:00:00,77.0,85.0,00:00:00,93.0,100.0,00:00:00,13.0,15.0,00:00:00,95.0,100.0,267:41:00,,70.0,00:00:00,,10.0,00:00:00,38.0,47.0,00:00:00,55.0,85.0,00:00:00,,10.0,00:00:00,97.0,100.0,00:00:00,71.0,75.0,00:00:00,25.0,25.0,00:00:00,59.0,100.0,00:00:00,36.0,50.0,00:00:00,5.0,10.0,00:00:00,100.0,100.0,00:00:00,55.0,87.0,00:00:00,289:01:02,23.0,25,00:00:00,70.0,75,289:01:02,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,289:01:02,10.0,10,00:00:00
A14358463,FI,SR,82.0,100.0,00:00:00,98.0,100.0,00:00:00,72.0,85.0,00:00:00,92.0,100.0,00:00:00,15.0,15.0,00:00:00,100.0,100.0,00:00:00,66.0,70.0,00:00:00,10.0,10.0,00:00:00,36.0,47.0,00:00:00,81.0,85.0,383:54:33,3.0,10.0,00:00:00,88.0,100.0,00:00:00,62.0,75.0,00:00:00,23.0,25.0,00:00:00,70.0,100.0,00:00:00,50.0,50.0,00:00:00,5.0,10.0,00:00:00,97.0,100.0,00:00:00,61.0,87.0,00:00:00,383:54:33,21.0,25,00:00:00,65.0,75,00:00:00,71.0,75,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,383:54:33
A14330717,SI,JR,100.0,100.0,00:00:00,96.0,100.0,00:00:00,77.0,85.0,00:00:00,87.0,100.0,00:00:00,14.0,15.0,00:00:00,87.0,100.0,24:38:32,66.0,70.0,00:00:00,6.0,10.0,00:00:00,35.0,47.0,00:00:00,82.0,85.0,00:00:00,10.0,10.0,00:00:00,100.0,100.0,00:00:00,68.0,75.0,00:00:00,17.0,25.0,00:00:00,89.0,100.0,405:37:42,49.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,69.0,87.0,00:00:00,430:16:14,23.0,25,00:00:00,70.0,75,405:37:42,75.0,75,405:37:42,10.0,10,24:38:32,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14262674,WA,JR,91.0,100.0,50:09:44,100.0,100.0,00:00:00,70.0,85.0,00:00:00,95.0,100.0,00:00:00,5.0,15.0,00:00:00,99.0,100.0,00:00:00,64.0,70.0,00:00:00,7.0,10.0,00:00:00,46.0,47.0,00:00:00,76.0,85.0,441:39:51,10.0,10.0,00:00:00,89.0,100.0,00:00:00,69.0,75.0,00:00:00,25.0,25.0,00:00:00,100.0,100.0,00:00:00,39.0,50.0,00:00:00,4.0,10.0,00:00:00,87.0,100.0,00:00:00,72.0,87.0,00:00:00,491:49:35,20.0,25,50:09:44,60.0,75,50:09:44,66.0,75,00:00:00,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,50:09:44,9.0,10,50:09:44,9.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14368951,FI,SR,85.0,100.0,00:00:00,84.0,100.0,00:00:00,71.0,85.0,00:00:00,89.0,100.0,00:00:00,13.0,15.0,00:00:00,100.0,100.0,00:00:00,68.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,85.0,85.0,431:24:05,10.0,10.0,00:00:00,86.0,100.0,00:00:00,68.0,75.0,00:00:00,25.0,25.0,00:00:00,94.0,100.0,239:47:06,48.0,50.0,00:00:00,1.0,10.0,00:00:00,95.0,100.0,00:00:00,72.0,87.0,00:00:00,671:11:11,21.0,25,00:00:00,69.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,8.0,10,431:24:05,9.0,10,00:00:00,8.0,10,00:00:00,10.0,10,00:00:00,9.0,10,00:00:00
A14513929,TH,SR,87.0,100.0,00:00:00,91.0,100.0,00:00:00,60.0,85.0,00:00:00,86.0,100.0,00:00:00,12.0,15.0,00:00:00,88.0,100.0,00:00:00,50.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,78.0,85.0,419:06:41,4.0,10.0,00:00:00,81.0,100.0,00:00:00,75.0,75.0,00:00:00,19.0,25.0,00:00:00,88.0,100.0,00:00:00,43.0,50.0,00:00:00,,10.0,00:00:00,82.0,100.0,00:00:00,81.0,87.0,00:00:00,419:06:41,19.0,25,00:00:00,54.0,75,00:00:00,60.0,75,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
A14612635,FI,SO,100.0,100.0,00:00:00,90.0,100.0,00:00:00,64.0,85.0,00:00:00,97.0,100.0,00:00:00,9.0,15.0,00:00:00,90.0,100.0,45:24:46,69.0,70.0,00:00:00,2.0,10.0,00:00:00,39.0,47.0,00:00:00,85.0,85.0,743:53:39,9.0,10.0,00:00:00,89.0,100.0,00:00:00,75.0,75.0,00:00:00,18.0,25.0,00:00:00,92.0,100.0,00:00:00,33.0,50.0,180:13:15,0.0,10.0,00:00:00,88.0,100.0,00:00:00,67.0,87.0,00:00:00,969:31:40,19.0,25,00:00:00,61.0,75,00:00:00,67.0,75,00:00:00,9.0,10,00:00:00,9.0,10,743:53:39,8.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00
A14297403,FI,SR,74.0,100.0,00:00:00,36.0,100.0,00:00:00,56.0,85.0,00:00:00,89.0,100.0,00:00:00,11.0,15.0,00:00:00,87.0,100.0,46:35:38,56.0,70.0,00:00:00,,10.0,00:00:00,32.0,47.0,00:00:00,66.0,85.0,00:00:00,,10.0,00:00:00,54.0,100.0,00:00:00,69.0,75.0,00:00:00,16.0,25.0,00:00:00,65.0,100.0,00:00:00,25.0,50.0,00:00:00,0.0,10.0,00:00:00,79.0,100.0,00:00:00,78.0,87.0,00:00:00,46:35:38,17.0,25,00:00:00,51.0,75,00:00:00,57.0,75,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,46:35:38,7.0,10,00:00:00,8.0,10,46:35:38,7.0,10,46:35:38,8.0,10,46:35:38
A14513929,WA,SR,85.0,100.0,00:00:00,76.0,100.0,00:00:00,59.0,85.0,00:00:00,84.0,100.0,00:00:00,13.0,15.0,00:00:00,88.0,100.0,00:00:00,51.0,70.0,00:00:00,8.0,10.0,00:00:00,47.0,47.0,00:00:00,75.0,85.0,419:06:41,10.0,10.0,00:00:00,86.0,100.0,00:00:00,70.0,75.0,00:00:00,20.0,25.0,00:00:00,90.0,100.0,00:00:00,36.0,50.0,00:00:00,,10.0,00:00:00,93.0,100.0,00:00:00,72.0,87.0,00:00:00,419:06:41,18.0,25,00:00:00,55.0,75,00:00:00,61.0,75,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,419:06:41,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00
A14883274,FI,JR,98.0,100.0,00:00:00,46.0,100.0,00:00:00,57.0,85.0,00:00:00,87.0,100.0,00:00:00,12.0,15.0,00:00:00,89.0,100.0,00:00:00,70.0,70.0,00:00:00,10.0,10.0,00:00:00,38.0,47.0,00:00:00,68.0,85.0,645:24:50,6.0,10.0,00:00:00,84.0,100.0,00:00:00,69.0,75.0,00:00:00,25.0,25.0,00:00:00,88.0,100.0,00:00:00,48.0,50.0,00:00:00,0.0,10.0,00:00:00,81.0,100.0,00:00:00,67.0,87.0,00:00:00,669:12:21,18.0,25,00:00:00,54.0,75,00:00:00,60.0,75,00:00:00,8.0,10,00:00:00,8.0,10,669:12:21,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,669:12:21
A14577063,RE,JR,91.0,100.0,00:00:00,90.0,100.0,00:00:00,82.0,85.0,00:00:00,86.0,100.0,00:00:00,15.0,15.0,00:00:00,93.0,100.0,42:14:50,57.0,70.0,00:00:00,10.0,10.0,00:00:00,34.0,47.0,00:00:00,66.0,85.0,00:00:00,3.0,10.0,00:00:00,72.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,87.0,100.0,00:00:00,32.0,50.0,00:00:00,0.0,10.0,00:00:00,91.0,100.0,00:00:00,74.0,87.0,00:00:00,42:14:50,23.0,25,00:00:00,74.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00,10.0,10,42:14:50,10.0,10,00:00:00
A14874081,FI,JR,93.0,100.0,00:00:00,65.0,100.0,00:00:00,48.0,85.0,00:00:00,92.0,100.0,00:00:00,14.0,15.0,00:00:00,37.0,100.0,35:24:07,61.0,70.0,00:00:00,8.0,10.0,00:00:00,32.0,47.0,00:00:00,67.0,85.0,00:00:00,,10.0,00:00:00,79.0,100.0,00:00:00,72.0,75.0,00:00:00,24.0,25.0,00:00:00,88.0,100.0,00:00:00,48.0,50.0,00:00:00,0.0,10.0,00:00:00,62.0,100.0,00:00:00,61.0,87.0,00:00:00,35:24:07,14.0,25,00:00:00,44.0,75,00:00:00,50.0,75,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,7.0,10,00:00:00,6.0,10,00:00:00,7.0,10,00:00:00
A14358463,SI,SR,87.0,100.0,00:00:00,90.0,100.0,00:00:00,75.0,85.0,00:00:00,100.0,100.0,00:00:00,14.0,15.0,00:00:00,89.0,100.0,00:00:00,68.0,70.0,00:00:00,10.0,10.0,00:00:00,28.0,47.0,00:00:00,84.0,85.0,383:54:33,10.0,10.0,00:00:00,90.0,100.0,00:00:00,69.0,75.0,00:00:00,25.0,25.0,00:00:00,74.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,100.0,100.0,00:00:00,60.0,87.0,00:00:00,383:54:33,20.0,25,00:00:00,71.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,383:54:33,10.0,10,00:00:00
A14000225,FI,SR,,100.0,00:00:00,,100.0,00:00:00,,85.0,00:00:00,,100.0,00:00:00,,15.0,00:00:00,,100.0,00:00:00,,70.0,00:00:00,,10.0,00:00:00,,47.0,00:00:00,,85.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,75.0,00:00:00,,25.0,00:00:00,,100.0,00:00:00,,50.0,00:00:00,,10.0,00:00:00,,100.0,00:00:00,,87.0,00:00:00,00:00:00,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00
A14024001,SI,SR,95.0,100.0,00:00:00,91.0,100.0,00:00:00,69.0,85.0,00:00:00,100.0,100.0,00:00:00,14.0,15.0,00:00:00,0.0,100.0,39:32:29,32.0,70.0,00:01:19,10.0,10.0,00:04:59,35.0,47.0,00:00:00,60.0,85.0,00:00:00,6.0,10.0,00:00:00,96.0,100.0,00:01:44,72.0,75.0,00:00:00,16.0,25.0,00:00:00,67.0,100.0,00:02:18,38.0,50.0,00:02:35,1.0,10.0,00:00:00,100.0,100.0,00:00:00,73.0,87.0,00:00:00,53:03:32,20.0,25,00:00:00,63.0,75,00:00:00,69.0,75,00:00:00,10.0,10,00:01:19,9.0,10,39:32:29,9.0,10,00:00:00,10.0,10,00:00:00,9.0,10,39:32:29,9.0,10,00:01:19,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00
A14335976,WA,JR,86.0,100.0,00:00:00,92.0,100.0,00:00:00,85.0,85.0,00:00:00,85.0,100.0,00:00:00,14.0,15.0,00:00:00,86.0,100.0,00:00:00,64.0,70.0,00:00:00,8.0,10.0,00:00:00,46.0,47.0,00:00:00,79.0,85.0,00:00:00,10.0,10.0,00:00:00,86.0,100.0,00:00:00,68.0,75.0,00:00:00,23.0,25.0,00:00:00,83.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,91.0,100.0,00:00:00,83.0,87.0,00:00:00,00:00:00,23.0,25,00:00:00,75.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14819404,SI,SO,76.0,100.0,00:00:00,96.0,100.0,00:00:00,76.0,85.0,00:00:00,100.0,100.0,00:00:00,15.0,15.0,00:00:00,93.0,100.0,00:00:00,52.0,70.0,00:00:00,10.0,10.0,00:00:00,47.0,47.0,00:00:00,75.0,85.0,00:00:00,10.0,10.0,00:00:00,76.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,78.0,100.0,00:00:00,50.0,50.0,00:00:00,0.0,10.0,00:00:00,99.0,100.0,00:00:00,84.0,87.0,00:00:00,00:00:00,21.0,25,00:00:00,70.0,75,00:00:00,75.0,75,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00,10.0,10,00:00:00
A14668925,RE,JR,71.0,100.0,00:00:00,56.0,100.0,00:00:00,38.0,85.0,00:00:00,76.0,100.0,00:00:00,15.0,15.0,00:00:00,85.0,100.0,00:00:00,51.0,70.0,00:00:00,,10.0,00:00:00,40.0,47.0,00:00:00,55.0,85.0,00:00:00,,10.0,00:00:00,86.0,100.0,00:00:00,71.0,75.0,00:00:00,13.0,25.0,00:00:00,29.0,100.0,00:00:00,50.0,50.0,00:00:00,6.0,10.0,00:00:00,66.0,100.0,00:00:00,70.0,87.0,00:00:00,00:00:00,11.0,25,00:00:00,30.0,75,00:00:00,36.0,75,00:00:00,5.0,10,00:00:00,5.0,10,00:00:00,6.0,10,00:00:00,5.0,10,00:00:00,6.0,10,00:00:00,5.0,10,00:00:00,5.0,10,00:00:00,6.0,10,00:00:00,5.0,10,00:00:00,5.0,10,00:00:00
A14680166,SI,JR,99.0,100.0,00:00:00,86.0,100.0,00:00:00,54.0,85.0,00:00:00,86.0,100.0,00:00:00,13.0,15.0,00:00:00,94.0,100.0,46:30:58,70.0,70.0,00:00:00,10.0,10.0,00:00:00,39.0,47.0,00:00:00,63.0,85.0,441:29:10,10.0,10.0,00:00:00,77.0,100.0,00:00:00,65.0,75.0,00:00:00,24.0,25.0,00:00:00,,100.0,00:00:00,45.0,50.0,00:00:00,1.0,10.0,00:00:00,91.0,100.0,00:00:00,55.0,87.0,00:00:00,717:23:05,14.0,25,00:00:00,53.0,75,00:00:00,59.0,75,441:29:10,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00
A14545267,TH,JR,85.0,100.0,00:00:00,86.0,100.0,00:00:00,52.0,85.0,00:00:00,81.0,100.0,00:00:00,13.0,15.0,00:00:00,89.0,100.0,45:17:14,62.0,70.0,00:00:00,10.0,10.0,00:00:00,39.0,47.0,00:00:00,63.0,85.0,00:00:00,10.0,10.0,00:00:00,87.0,100.0,00:00:00,73.0,75.0,00:00:00,22.0,25.0,00:00:00,78.0,100.0,00:00:00,31.0,50.0,00:01:22,1.0,10.0,00:00:00,96.0,100.0,00:00:00,59.0,87.0,00:00:00,63:28:47,14.0,25,00:00:00,48.0,75,00:00:00,54.0,75,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,7.0,10,00:00:00,7.0,10,63:28:47,7.0,10,00:00:00,7.0,10,63:28:47,7.0,10,00:00:00,7.0,10,45:17:14
A14368776,RE,JR,79.0,100.0,00:00:00,93.0,100.0,00:00:00,62.0,85.0,00:00:00,92.0,100.0,00:00:00,14.0,15.0,00:00:00,84.0,100.0,44:40:07,66.0,70.0,00:00:00,7.0,10.0,00:00:00,41.0,47.0,00:00:00,44.0,85.0,00:00:00,5.0,10.0,00:00:00,92.0,100.0,00:00:00,75.0,75.0,00:00:00,25.0,25.0,00:00:00,85.0,100.0,00:00:00,37.0,50.0,00:00:00,0.0,10.0,00:00:00,92.0,100.0,00:00:00,76.0,87.0,00:00:00,373:14:01,17.0,25,00:00:00,52.0,75,00:00:00,58.0,75,00:00:00,8.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00,8.0,10,00:00:00,9.0,10,00:00:00,9.0,10,00:00:00
